,surname,nationality,split
9724,Jaffray,English,train
6482,Azhnikov,Russian,train
8857,Dunford,English,train
6164,Baggovut,Russian,train
13235,Koemans,Dutch,train
4757,Binevich,Russian,train
2942,Arian,Arabic,train
875,Krauss,German,train
9214,Foulkes,English,train
10473,Nicholls,English,train
8805,Dorrian,English,train
1148,Sulzbach,German,train
393,Schmied,Czech,train
3541,Karube,Japanese,train
3328,Fujiwara,Japanese,train
3610,Ko,Japanese,train
5953,Katzukov,Russian,train
2275,Sarraf,Arabic,train
7460,Yanjul,Russian,train
11998,Santos,Spanish,train
4451,Guo,Chinese,train
8189,Andrew,English,train
8612,Core,English,train
8164,Allkins,English,train
4271,Foong,Chinese,train
4182,Yamabe,Japanese,train
7249,Hundanov,Russian,train
6899,Danyushevsky,Russian,train
1795,Atiyeh,Arabic,train
4766,Balanowski,Russian,train
6501,Egides,Russian,train
708,Geiszler,German,train
9679,Ilsley,English,train
1646,Arian,Arabic,train
13440,Chin,Korean,train
4936,Babakhanov,Russian,train
2354,Haik,Arabic,train
2508,Gaber,Arabic,train
9356,Glass,English,train
11951,Petit,Spanish,train
6141,Zimarin,Russian,train
13377,Schneiders,Dutch,train
2693,Tuma,Arabic,train
12724,Nicastro,Italian,train
350,Praseta,Czech,train
5655,Marychev,Russian,train
1228,Wirnhier,German,train
10329,Mcnaught,English,train
11054,Sanderson,English,train
9164,Fitchett,English,train
10194,Lumsden,English,train
12926,Uccello,Italian,train
3523,Kakinomoto,Japanese,train
1115,Sommer,German,train
5482,Averkiev,Russian,train
5451,Matsievich,Russian,train
4644,Haustovich,Russian,train
1666,Tahan,Arabic,train
4496,Zha,Chinese,train
4560,Than,Vietnamese,train
5670,Ablyakimoff,Russian,train
10358,Milligan,English,train
8504,Carpenter,English,train
2628,Antar,Arabic,train
6700,Jvanetsky,Russian,train
502,Whitmire1,Czech,train
1939,Totah,Arabic,train
7114,Martzenyuk,Russian,train
812,Janson,German,train
408,Simecek,Czech,train
7735,Leroy,French,train
10779,Pointer,English,train
13203,Haenraets,Dutch,train
11477,Vaughan,English,train
12091,Close,Greek,train
5879,Bakhmutov,Russian,train
2309,Shammas,Arabic,train
9028,Ernest,English,train
10936,Ridge,English,train
8762,Dick,English,train
1976,Totah,Arabic,train
2183,Said,Arabic,train
2972,Maroun,Arabic,train
9586,Hirst,English,train
12570,Favero,Italian,train
7387,Jugai,Russian,train
8122,Airey,English,train
4900,Hlypovka,Russian,train
5174,Artibyakin,Russian,train
8002,O'Connell,Irish,train
6911,Zhukovsky,Russian,train
7590,Bellamy,French,train
3958,Shibaguchi,Japanese,train
4016,Soma,Japanese,train
3234,Daher,Arabic,train
6187,Porkhunov,Russian,train
8263,Auborn,English,train
10290,Mcdermott,English,train
4810,Hashachih,Russian,train
1122,Spellmeyer,German,train
2484,Khoury,Arabic,train
2824,Shammas,Arabic,train
1486,Hadad,Arabic,train
5443,Pelsh,Russian,train
1797,Maalouf,Arabic,train
13465,Jong,Korean,train
2984,Shalhoub,Arabic,train
5006,Dzhelepov,Russian,train
6962,Shakhpaev,Russian,train
838,Kerper,German,train
114,Hana,Czech,train
3962,Shibata,Japanese,train
1588,Botros,Arabic,train
12620,Làconi,Italian,train
2712,Harb,Arabic,train
4480,Sui,Chinese,train
10954,Robbins,English,train
9576,Hill,English,train
9734,Jarram,English,train
6245,Shennikov,Russian,train
13327,Ramecker,Dutch,train
5513,Agadjanyan,Russian,train
9414,Granger,English,train
1285,Baba,Arabic,train
12985,Fernandes,Portuguese,train
1476,Mansour,Arabic,train
4653,Abzyaparoff,Russian,train
13579,Kowalski,Polish,train
10580,Olsen,English,train
8224,Artliff,English,train
5955,Matsiev,Russian,train
9474,Haggett,English,train
3902,Otsuka,Japanese,train
959,Metz,German,train
10316,Mckeown,English,train
691,Fuchs,German,train
8895,Easdale,English,train
13566,Jelen,Polish,train
2285,Tuma,Arabic,train
10152,Lohan,English,train
2573,Koury,Arabic,train
9208,Fosse,English,train
10553,Odling,English,train
3598,Kinoshita,Japanese,train
878,Kröger,German,train
1255,Tahan,Arabic,train
1075,Schultes,German,train
5193,Chertolyas,Russian,train
9243,Frey,English,train
1912,Sayegh,Arabic,train
613,Breitbarth,German,train
11408,Tuckey,English,train
4505,Pham,Vietnamese,train
2013,Totah,Arabic,train
11705,Wragg,English,train
3124,Hanania,Arabic,train
6693,Guzov,Russian,train
8130,Albert,English,train
3584,Ki,Japanese,train
10943,Rigley,English,train
8658,Crook,English,train
11130,Slater,English,train
12933,Valenti,Italian,train
10280,Mccarthy,English,train
5798,Bahtadze,Russian,train
11329,Tips,English,train
8303,Barker,English,train
936,Marquerink,German,train
1195,Wang,German,train
4658,Vaistuh,Russian,train
753,Halle,German,train
6964,Matasoff,Russian,train
8854,Dumont,English,train
8322,Batt,English,train
889,Kunkel,German,train
5480,Behtenev,Russian,train
12920,Trucco,Italian,train
13378,Schneijder,Dutch,train
2553,Ghanem,Arabic,train
1043,Schindler,German,train
2398,Guirguis,Arabic,train
6739,Gudymo,Russian,train
1060,Schreier,German,train
8578,Cohen,English,train
13220,Kanne,Dutch,train
842,Kiefer,German,train
428,Soukup,Czech,train
593,Boer,German,train
8791,Donn,English,train
13303,Ophoven,Dutch,train
2167,Hakimi,Arabic,train
4140,Tsukatani,Japanese,train
10803,Poyser,English,train
1342,Sleiman,Arabic,train
9308,Gavin,English,train
1544,Haddad,Arabic,train
743,Gutermuth,German,train
9697,Ireson,English,train
5763,Datsenko,Russian,train
1109,Sitz,German,train
2039,Sayegh,Arabic,train
1913,Amari,Arabic,train
2700,Ghannam,Arabic,train
9561,Herbert,English,train
6768,Makukhin,Russian,train
11369,Toucet,English,train
9827,Keable,English,train
10690,Peach,English,train
1525,Essa,Arabic,train
5668,Gulchinsky,Russian,train
1004,Rapp,German,train
7013,Vihansky,Russian,train
12262,Abbatangelo,Italian,train
4068,Taketomo,Japanese,train
1098,Siegel,German,train
996,Plank,German,train
7044,Rovkovsky,Russian,train
5971,Horoshkevich,Russian,train
5759,Gerasimov,Russian,train
10768,Pitt,English,train
8330,Beamish,English,train
4358,Seah,Chinese,train
11277,Terry,English,train
2251,Salib,Arabic,train
3409,Hirota,Japanese,train
9605,Holding,English,train
12084,Comino,Greek,train
7095,Muzyrya,Russian,train
12524,Crocetti,Italian,train
6386,Gladshtein,Russian,train
12803,Raneri,Italian,train
4100,Terakado,Japanese,train
4309,Kwei,Chinese,train
4898,Zaskanov,Russian,train
6624,Halileev,Russian,train
2963,Bahar,Arabic,train
12795,Provenzano,Italian,train
2345,Boutros,Arabic,train
12244,Vamvakidis,Greek,train
3079,Wasem,Arabic,train
1970,Sarraf,Arabic,train
3303,Deguchi,Japanese,train
3562,Kawachi,Japanese,train
5508,Erzhenkov,Russian,train
6925,Imamutdinov,Russian,train
10790,Pope,English,train
5781,Pitenin,Russian,train
2143,Tuma,Arabic,train
12038,Viola,Spanish,train
6617,Valnev,Russian,train
11676,Withers,English,train
5629,Balasoglo,Russian,train
5133,Gulshin,Russian,train
229,Krupala,Czech,train
2272,Baba,Arabic,train
3478,Iriye,Japanese,train
3595,Kimiyama,Japanese,train
1695,Tahan,Arabic,train
6253,Abdulgaziev,Russian,train
3887,Ono,Japanese,train
9812,Kampfner,English,train
341,Pitterman,Czech,train
9473,Hagan,English,train
11732,Yeates,English,train
12880,Sinagra,Italian,train
12804,Rao,Italian,train
12287,Acone,Italian,train
2891,Sleiman,Arabic,train
979,Oliver,German,train
9228,Franklin,English,train
3569,Kawamata,Japanese,train
10397,Muir,English,train
8623,Cotter,English,train
3996,Shiotani,Japanese,train
11999,Sastre,Spanish,train
4835,Jablonowsky,Russian,train
1254,Attia,Arabic,train
9592,Hocking,English,train
2547,Almasi,Arabic,train
2079,Qureshi,Arabic,train
4896,To The First Page,Russian,train
7933,Hayden,Irish,train
4200,Yamato,Japanese,train
4042,Takabe,Japanese,train
3787,Nakada,Japanese,train
5275,Grokhar,Russian,train
9035,Eslick,English,train
9567,Hewlett,English,train
8464,Burland,English,train
6135,Van-Puteren,Russian,train
7148,Jmakov,Russian,train
2073,Sayegh,Arabic,train
1817,Safar,Arabic,train
3929,Sakuraba,Japanese,train
191,Klein,Czech,train
1051,Schmitt,German,train
992,Peter,German,train
1792,Abboud,Arabic,train
5974,Shengeliya,Russian,train
5270,Val,Russian,train
4666,Harash,Russian,train
12691,Murgia,Italian,train
7789,Poingdestre,French,train
13105,Williamson,Scottish,train
5775,Adamyuk,Russian,train
13467,Kang,Korean,train
3069,Bishara,Arabic,train
2970,Sayegh,Arabic,train
13328,Rameckers,Dutch,train
6635,Piskarenkov,Russian,train
1194,Waltz,German,train
4710,Yatskovsky,Russian,train
3534,Kanada,Japanese,train
9721,Jacobs,English,train
8242,Aspey,English,train
7215,Valaev,Russian,train
2027,Abboud,Arabic,train
1504,Qureshi,Arabic,train
6934,Vyhodtsev,Russian,train
3053,Koury,Arabic,train
7879,Clark,Irish,train
5367,Tuguz,Russian,train
4300,Jing,Chinese,train
12227,Stamatelos,Greek,train
10993,Rootham,English,train
12456,Borgogni,Italian,train
3244,Abukara,Japanese,train
9277,Galliford,English,train
3197,Shadid,Arabic,train
5937,Govendyaev,Russian,train
3116,Amari,Arabic,train
1674,Kassab,Arabic,train
11816,Casales,Spanish,train
10891,Redin,English,train
13089,Sutherland,Scottish,train
713,Gerig,German,train
4134,Tsujimoto,Japanese,train
850,Kneib,German,train
4155,Uchiyama,Japanese,train
13201,Haanrath,Dutch,train
9847,Keetley,English,train
6587,Islyamov,Russian,train
6052,Harchenkov,Russian,train
9331,Gilbey,English,train
3970,Shigemitsu,Japanese,train
8810,Douglas,English,train
4534,Ha,Vietnamese,train
4485,Xie,Chinese,train
6924,Dmitrochenko,Russian,train
10487,Niles,English,train
9089,Fargher,English,train
132,Hlavsa,Czech,train
503,Widerlechner,Czech,train
1657,Saliba,Arabic,train
9505,Harker,English,train
8118,Aikman,English,train
5250,Djevetsky,Russian,train
7359,Javoronok,Russian,train
1993,Guirguis,Arabic,train
11066,Schmidt,English,train
9088,Farge,English,train
13634,Sokolowski,Polish,train
8453,Budd,English,train
12896,Tamàro,Italian,train
12131,Houlis,Greek,train
2687,Arian,Arabic,train
5957,Chuta,Russian,train
10764,Pipe,English,train
735,Größel,German,train
2409,Essa,Arabic,train
6466,Jizdik,Russian,train
11594,Werrett,English,train
6471,Chepurin,Russian,train
2292,Malouf,Arabic,train
4966,Hludov,Russian,train
3026,Samaha,Arabic,train
10070,Leck,English,train
10703,Peers,English,train
13312,Pender,Dutch,train
1063,Schroeder,German,train
3237,Ganim,Arabic,train
1721,Sabbag,Arabic,train
5890,Bakaleinik,Russian,train
11978,Rojo,Spanish,train
5291,Gulamov,Russian,train
8276,Ayliffe,English,train
10313,Mckee,English,train
12213,Rigatos,Greek,train
12045,Zamorano,Spanish,train
12302,Affini,Italian,train
10603,Orwin,English,train
7067,Jegunov,Russian,train
8663,Crouch,English,train
8472,Burton,English,train
8466,Burn,English,train
2873,Qureshi,Arabic,train
2804,Seif,Arabic,train
8161,Allington,English,train
13582,Kozlowski,Polish,train
7733,Lémieux,French,train
7208,Limorenko,Russian,train
11848,Escarrà,Spanish,train
7555,Lysyakov,Russian,train
3955,Seo,Japanese,train
8803,Dorman,English,train
11754,Abarca,Spanish,train
1227,Wirner,German,train
10946,Ripley,English,train
3203,Toma,Arabic,train
4127,Toyota,Japanese,train
11916,Mendoza,Spanish,train
1007,Raskop,German,train
3784,Nagatsuka,Japanese,train
943,Mayer,German,train
8782,Doherty,English,train
5376,Favorsky,Russian,train
11350,Tompkin,English,train
5363,Yanushevsky,Russian,train
10916,Rhoades,English,train
145,Hruska,Czech,train
5710,Dobrohotov,Russian,train
709,Gensch,German,train
2362,Guirguis,Arabic,train
901,Langer,German,train
4988,Katzari,Russian,train
10941,Rigby,English,train
3437,Ichihara,Japanese,train
924,Loris,German,train
3149,Kassis,Arabic,train
2802,Kalb,Arabic,train
13550,Filipowski,Polish,train
11295,Thorndyke,English,train
576,Bergfalk,German,train
6601,Abidoff,Russian,train
2370,Hajjar,Arabic,train
8571,Clowes,English,train
7040,Djirin,Russian,train
4118,Torii,Japanese,train
2666,Baba,Arabic,train
9671,Ibbs,English,train
7970,Molloy,Irish,train
11738,Yeung,English,train
5968,Shahvorostov,Russian,train
234,Kudrna,Czech,train
10855,Ramsden,English,train
4858,Bildin,Russian,train
5070,Bazilev,Russian,train
2462,Sabbag,Arabic,train
13184,Aart,Dutch,train
12169,Lolos,Greek,train
10596,Ormond,English,train
10647,Palmer,English,train
7550,Eikhmans,Russian,train
12800,Raimondi,Italian,train
3706,Matsura,Japanese,train
10625,Overton,English,train
11483,Velds,English,train
1480,Basara,Arabic,train
8213,Armitage,English,train
739,Grosz,German,train
7061,Chertkov,Russian,train
12934,Valentini,Italian,train
10486,Nightingale,English,train
8205,Appleton,English,train
12044,Zambrano,Spanish,train
1241,Zimmerman,German,train
6227,Eidelstein,Russian,train
2402,Sayegh,Arabic,train
3972,Shikitei,Japanese,train
6196,Hudabirdin,Russian,train
1656,Fakhoury,Arabic,train
1906,Antoun,Arabic,train
11345,Tombs,English,train
2485,Arian,Arabic,train
10282,Mccluskey,English,train
3915,Saiki,Japanese,train
11643,Wilkes,English,train
496,Weineltk,Czech,train
8367,Black,English,train
7860,Bradan,Irish,train
12744,Pace,Italian,train
329,Perina,Czech,train
518,Zwolenksy,Czech,train
9987,Knowler,English,train
38,Cap,Czech,train
12939,Verona,Italian,train
4425,Zeng,Chinese,train
4532,Doan,Vietnamese,train
11949,Pérez,Spanish,train
3583,Kentaro,Japanese,train
9170,Flaherty,English,train
13626,Ślusarski,Polish,train
632,Denzel,German,train
1539,Kalb,Arabic,train
3156,Tuma,Arabic,train
835,Keller,German,train
10612,Otoole,English,train
12064,Arvanitoyannis,Greek,train
7211,Hamitsev,Russian,train
3055,Basara,Arabic,train
8110,Adler,English,train
1457,Kattan,Arabic,train
2171,Salib,Arabic,train
9181,Floss,English,train
7930,Gerald,Irish,train
11610,Whitby,English,train
7020,Zavodov,Russian,train
4600,Dubnikov,Russian,train
7194,Ryzhkov,Russian,train
694,Fux,German,train
11421,Turner,English,train
720,Goebel,German,train
12967,Araullo,Portuguese,train
5393,Lysenko,Russian,train
5395,Badyunoff,Russian,train
12322,Alagona,Italian,train
9809,Kacy,English,train
9,Bartonova,Czech,train
4573,Vuong,Vietnamese,train
7371,Luptsov,Russian,train
3029,Sarraf,Arabic,train
11352,Toms,English,train
5914,Saitiev,Russian,train
12873,Serafini,Italian,train
9944,Kingman,English,train
10368,Mohamed,English,train
1341,Tannous,Arabic,train
8697,Daniells,English,train
10062,Le tissier,English,train
11877,Guerra,Spanish,train
400,Sekovora,Czech,train
6182,Makferson,Russian,train
7850,Voclain,French,train
8495,Cann,English,train
13160,Arendonk,Dutch,train
11270,Tellis,English,train
5017,Emelin,Russian,train
4125,Toyoda,Japanese,train
2635,Halabi,Arabic,train
10560,Ogilvy,English,train
10285,Mccormack,English,train
5062,Atazhahov,Russian,train
9781,Johanson,English,train
9660,Hussain,English,train
10680,Patten,English,train
9380,Goldsmith,English,train
6532,Val,Russian,train
7508,Remmert,Russian,train
3519,Kajahara,Japanese,train
5210,Leibov,Russian,train
12715,Negrini,Italian,train
12508,Como,Italian,train
10939,Ridle,English,train
7270,Morengeim,Russian,train
5082,Pen'Kovsky,Russian,train
258,Marik,Czech,train
8497,Caplan,English,train
4884,Mojarovsky,Russian,train
13375,Schermer,Dutch,train
13498,Seok,Korean,train
4797,Beilin,Russian,train
12901,Tedesco,Italian,train
5681,Renskov,Russian,train
12513,Corti,Italian,train
6673,Hugaev,Russian,train
7907,Donnchadh,Irish,train
1434,Salib,Arabic,train
12783,Poggi,Italian,train
6901,Pavlyukov,Russian,train
6345,Vantenkov,Russian,train
3716,Mihashi,Japanese,train
4376,Siu,Chinese,train
11808,Bustos,Spanish,train
1314,Dagher,Arabic,train
5975,Enenko,Russian,train
8570,Clough,English,train
962,Michel,German,train
7221,Remaev,Russian,train
13268,Marquerink,Dutch,train
5290,Zhelvakov,Russian,train
3271,Arihyoshi,Japanese,train
13425,Theunissen,Dutch,train
12712,Nazario,Italian,train
11018,Royall,English,train
9154,Finney,English,train
1974,Deeb,Arabic,train
2038,Masih,Arabic,train
4382,Tang,Chinese,train
12619,Labriola,Italian,train
6807,Martyshin,Russian,train
8179,Amesbury,English,train
2974,Sarkis,Arabic,train
3467,Inaba,Japanese,train
3950,Sekigawa,Japanese,train
8502,Carnegie,English,train
7764,Oliver,French,train
3739,Miyamoto,Japanese,train
12289,Acqua,Italian,train
3251,Akamatsu,Japanese,train
4436,Zong,Chinese,train
3355,Hachirobei,Japanese,train
5884,Eidelnant,Russian,train
7883,Coghlan,Irish,train
12232,Taflambas,Greek,train
10695,Pearce,English,train
2741,Rahal,Arabic,train
12264,Abbate,Italian,train
1888,Gaber,Arabic,train
4584,Chepko,Russian,train
5684,Harkin,Russian,train
9590,Hobbs,English,train
10310,Mcintosh,English,train
4166,Umehara,Japanese,train
7501,Lymarev,Russian,train
13226,Klerken,Dutch,train
6682,Gribachev,Russian,train
5951,Mikhalevsky,Russian,train
63,Damell,Czech,train
9754,Jenkins,English,train
13632,Sokoloff,Polish,train
2772,Shamoun,Arabic,train
12557,Episcopo,Italian,train
7032,Evdoshenko,Russian,train
6856,Almuhametov,Russian,train
9968,Kirtley,English,train
3221,Harb,Arabic,train
6412,Ilyutenko,Russian,train
7440,Rakhmanov,Russian,train
5535,Dubelt,Russian,train
13243,Kools,Dutch,train
7899,Damhain,Irish,train
13484,Pae,Korean,train
2513,Wasem,Arabic,train
10075,Leedham,English,train
7896,Dúbhshlaine,Irish,train
2009,Bitar,Arabic,train
535,Aleshite,German,train
13176,Daele,Dutch,train
6522,Jeleznyak,Russian,train
8056,Ruadh,Irish,train
7584,Babineaux,French,train
12151,Kotsiopoulos,Greek,train
5696,Evstratov,Russian,train
11102,Sherry,English,train
1090,Schwenke,German,train
155,Janick,Czech,train
12047,Zavala,Spanish,train
6877,Lein,Russian,train
9553,Hemmings,English,train
4618,Luts,Russian,train
9802,Joynson,English,train
8033,O'Sullivan,Irish,train
1639,Shadid,Arabic,train
2522,Rahal,Arabic,train
12582,Fiscella,Italian,train
6867,Leikin,Russian,train
5934,Yadrihinsky,Russian,train
11901,Macías,Spanish,train
5867,Janjul,Russian,train
12141,Karkampasis,Greek,train
7235,Horoshko,Russian,train
7268,Donchenko,Russian,train
540,Armbruster,German,train
1225,Winther,German,train
8152,Allan,English,train
5549,Zinkovsky,Russian,train
1094,Senft,German,train
12530,D'amore,Italian,train
7494,Baturkin,Russian,train
11323,Tindell,English,train
12900,Taverna,Italian,train
9668,Hyde,English,train
12195,Papoutsis,Greek,train
11016,Rowlinson,English,train
3229,Totah,Arabic,train
6740,Belik,Russian,train
623,Buckholtz,German,train
10962,Robishaw,English,train
3803,Nakasone,Japanese,train
1322,Kalb,Arabic,train
1994,Tannous,Arabic,train
8146,Alford,English,train
11726,Yarwood,English,train
7499,Lapisov,Russian,train
11826,Crespo,Spanish,train
2581,Assaf,Arabic,train
10991,Roome,English,train
9701,Irvine,English,train
8594,Connelly,English,train
11349,Tomlinson,English,train
8892,Earl,English,train
11221,Sugden,English,train
5690,Pushkov,Russian,train
12108,Eliopoulos,Greek,train
6712,Jiritsky,Russian,train
9978,Knab,English,train
589,Blumenthal,German,train
